generated_texts_mistral_7b_finetuned
"['Mathematics', 'Statistics']	"
['Statistics']	
['Computer Science']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
['Computer Science']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Mathematics']	
['Computer Science']	
['Quantitative Finance']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Mathematics', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Statistics']	
['Physics']	
['Computer Science']	
['Computer Science']	
['Computer Science']	
['Mathematics']	
['Mathematics']	
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Physics']	
['Mathematics']	
['Computer Science']	
"['Mathematics', 'Statistics']	"
['Physics']	
['Mathematics']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Physics']	"
"['Physics', 'Mathematics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Physics']	"
['Statistics']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Mathematics']	"
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Physics']	"
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
"['Computer Science', 'Physics']	"
['Computer Science']	
['Mathematics']	
['Computer Science']	
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Statistics']	
['Mathematics']	
['Computer Science']	
"['Physics', 'Mathematics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
"['Mathematics', 'Statistics']	"
['Physics']	
['Physics']	
['Mathematics']	
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Mathematics']	"
['Statistics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Statistics']	
['Computer Science']	
['Computer Science']	
['Physics']	
['Computer Science']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Physics', 'Mathematics']	"
"['Computer Science', 'Physics']	"
['Mathematics']	
['Computer Science']	
['Physics']	
['Statistics']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
"['Computer Science', 'Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Computer Science']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Quantitative Finance']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Physics']	
['Statistics']	
['Quantitative Biology']	
['Computer Science']	
['Physics']	
['Mathematics']	
"['Mathematics', 'Statistics']	"
['Statistics']	
['Physics']	
['Physics']	
['Quantitative Finance']	
['Physics']	
['Physics']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Physics']	
['Computer Science']	
['Quantitative Finance']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Mathematics']	
['Mathematics']	
['Physics']	
['Quantitative Biology']	
['Statistics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Computer Science']	
['Statistics']	
['Statistics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Mathematics']	
['Computer Science']	
"['Mathematics', 'Statistics']	"
['Quantitative Biology']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
"['Mathematics', 'Statistics']	"
['Physics']	
['Computer Science']	
"['Mathematics', 'Statistics']	"
['Statistics']	
['Mathematics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
"['Computer Science', 'Physics']	"
['Quantitative Biology']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Physics']	"
['Physics']	
['Physics']	
['Computer Science']	
['Statistics']	
"['Mathematics', 'Statistics']	"
['Statistics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
['Mathematics']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
['Computer Science']	
['Physics']	
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Physics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Computer Science', 'Physics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Quantitative Biology']	
['Mathematics']	
['Quantitative Biology']	
['Computer Science']	
['Statistics']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Computer Science']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Physics']	
['Computer Science']	
['Physics']	
['Statistics']	
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Physics']	
['Mathematics']	
['Computer Science']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Mathematics']	
['Quantitative Biology']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Mathematics', 'Statistics']	"
['Mathematics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Quantitative Finance']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
['Physics']	
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Mathematics']	"
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
"['Mathematics', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Physics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Statistics']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Physics']	
"['Computer Science', 'Mathematics']	"
['Physics']	
['Computer Science']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Mathematics']	"
['Physics']	
"['Computer Science', 'Mathematics']	"
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Computer Science', 'Mathematics']	"
['Physics']	
['Mathematics']	
"['Computer Science', 'Mathematics', 'Statistics']	"
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
"['Computer Science', 'Mathematics']	"
"['Mathematics', 'Statistics']	"
['Computer Science']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Mathematics']	"
['Mathematics']	
"['Mathematics', 'Statistics']	"
['Quantitative Biology']	
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Mathematics']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
['Quantitative Biology']	
['Mathematics']	
['Statistics']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Mathematics']	
"['Computer Science', 'Physics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Mathematics', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Computer Science']	
['Computer Science']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Physics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Physics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Quantitative Biology']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Mathematics']	"
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Physics']	
['Mathematics']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Physics']	
['Mathematics']	
"['Computer Science', 'Mathematics']	"
['Mathematics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Statistics']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Statistics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Computer Science']	
['Physics']	
['Computer Science']	
['Computer Science']	
['Computer Science']	
['Computer Science']	
['Mathematics']	
['Computer Science']	
"['Mathematics', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Computer Science']	
['Computer Science']	
['Physics']	
['Physics']	
['Quantitative Biology']	
"['Computer Science', 'Statistics']	"
"['Mathematics', 'Statistics']	"
['Computer Science']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Mathematics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Statistics']	
['Mathematics']	
['Computer Science']	
['Physics']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Computer Science']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
['Mathematics']	
['Statistics']	
['Computer Science']	
['Mathematics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Mathematics']	
"['Mathematics', 'Statistics']	"
"['Computer Science', 'Mathematics']	"
['Computer Science']	
['Mathematics']	
['Quantitative Finance']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Quantitative Biology']	
['Computer Science']	
['Physics']	
['Mathematics']	
"['Computer Science', 'Mathematics']	"
['Physics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
"['Computer Science', 'Statistics']	"
['Physics']	
['Mathematics']	
['Mathematics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Computer Science']	
['Computer Science']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Physics']	
['Computer Science']	
['Physics']	
"['Computer Science', 'Mathematics']	"
['Computer Science']	
['Computer Science']	
['Physics']	
['Computer Science']	
['Mathematics']	
['Mathematics']	
"['Computer Science', 'Statistics']	"
['Mathematics']	
['Physics']	
['Statistics']	
['Physics']	
"['Computer Science', 'Statistics']	"
['Computer Science']	
"['Computer Science', 'Mathematics']	"
['Physics']	
['Mathematics']	
